ElectionDate	OfficeCode(Text)	DistrictCode(Text)	StatusCode	CountyCode	CountyName	OfficeDescription	PartyOrder	PartyName	PartyDescription	CandidateID	CandidateLastName	CandidateFirstName	CandidateMiddleName	CandidateFormerName	CandidateVotes	WriteIn(W)/Uncommitted(Z)	Recount(*)	Nominated(N)/Elected(E),
2020-11-03	10	00000	0	45	LEELANAU	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519783	Meyers	Carl			7075			,
2020-11-03	10	00000	0	45	LEELANAU	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519846	Hudler	James	L.		290			,
2020-11-03	10	00000	0	45	LEELANAU	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519847	Larson	Eric			342			,
2020-11-03	10	00000	0	45	LEELANAU	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519871	Graeser	Ronald	E.		96			,
2020-11-03	10	00000	0	45	LEELANAU	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519870	Van Sickle	Crystal			158			,
2020-11-03	10	00000	0	45	LEELANAU	Regent of the University of Michigan 8 Year Terms (2) Positions	06	GRN	Green	519811	Mawilai	Michael			324			,
2020-11-03	10	00000	0	45	LEELANAU	Regent of the University of Michigan 8 Year Terms (2) Positions	07	NLP	Natural Law	519819	Butkovich	Keith			115			,
2020-11-03	10	00000	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515550	Bernstein	Mark			0			,
2020-11-03	10	00000	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515732	Diggs	Shauna	Ryder		0			,
2020-11-03	10	00000	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519790	Hubbard	Sarah			0			,
2020-11-03	10	00000	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519783	Meyers	Carl			0			,
2020-11-03	10	00000	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519846	Hudler	James	L.		0			,
2020-11-03	10	00000	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519847	Larson	Eric			0			,
2020-11-03	10	00000	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519871	Graeser	Ronald	E.		0			,
2020-11-03	10	00000	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519870	Van Sickle	Crystal			0			,
2020-11-03	10	00000	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	06	GRN	Green	519811	Mawilai	Michael			0			,
2020-11-03	10	00000	0	46	LENAWEE	Regent of the University of Michigan 8 Year Terms (2) Positions	07	NLP	Natural Law	519819	Butkovich	Keith			0			,
2020-11-03	10	00000	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515550	Bernstein	Mark			0			,
2020-11-03	10	00000	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515732	Diggs	Shauna	Ryder		0			,
2020-11-03	10	00000	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519790	Hubbard	Sarah			0			,
2020-11-03	10	00000	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519783	Meyers	Carl			0			,
2020-11-03	10	00000	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519846	Hudler	James	L.		0			,
2020-11-03	10	00000	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519847	Larson	Eric			0			,
2020-11-03	10	00000	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519871	Graeser	Ronald	E.		0			,
2020-11-03	10	00000	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519870	Van Sickle	Crystal			0			,
2020-11-03	10	00000	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	06	GRN	Green	519811	Mawilai	Michael			0			,
2020-11-03	10	00000	0	47	LIVINGSTON	Regent of the University of Michigan 8 Year Terms (2) Positions	07	NLP	Natural Law	519819	Butkovich	Keith			0			,
2020-11-03	10	00000	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515550	Bernstein	Mark			670			,
2020-11-03	10	00000	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515732	Diggs	Shauna	Ryder		656			,
2020-11-03	10	00000	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519790	Hubbard	Sarah			1872			,
2020-11-03	10	00000	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519783	Meyers	Carl			1773			,
2020-11-03	10	00000	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519846	Hudler	James	L.		43			,
2020-11-03	10	00000	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519847	Larson	Eric			48			,
2020-11-03	10	00000	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519871	Graeser	Ronald	E.		32			,
2020-11-03	10	00000	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519870	Van Sickle	Crystal			51			,
2020-11-03	10	00000	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	06	GRN	Green	519811	Mawilai	Michael			30			,
2020-11-03	10	00000	0	48	LUCE	Regent of the University of Michigan 8 Year Terms (2) Positions	07	NLP	Natural Law	519819	Butkovich	Keith			59			,
2020-11-03	10	00000	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515550	Bernstein	Mark			2149			,
2020-11-03	10	00000	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515732	Diggs	Shauna	Ryder		2082			,
2020-11-03	10	00000	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519790	Hubbard	Sarah			3732			,
2020-11-03	10	00000	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519783	Meyers	Carl			3501			,
2020-11-03	10	00000	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519846	Hudler	James	L.		113			,
2020-11-03	10	00000	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519847	Larson	Eric			116			,
2020-11-03	10	00000	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519871	Graeser	Ronald	E.		68			,
2020-11-03	10	00000	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519870	Van Sickle	Crystal			113			,
2020-11-03	10	00000	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	06	GRN	Green	519811	Mawilai	Michael			83			,
2020-11-03	10	00000	0	49	MACKINAC	Regent of the University of Michigan 8 Year Terms (2) Positions	07	NLP	Natural Law	519819	Butkovich	Keith			112			,
2020-11-03	10	00000	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515550	Bernstein	Mark			0			,
2020-11-03	10	00000	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515732	Diggs	Shauna	Ryder		0			,
2020-11-03	10	00000	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519790	Hubbard	Sarah			0			,
2020-11-03	10	00000	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519783	Meyers	Carl			0			,
2020-11-03	10	00000	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519846	Hudler	James	L.		0			,
2020-11-03	10	00000	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519847	Larson	Eric			0			,
2020-11-03	10	00000	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519871	Graeser	Ronald	E.		0			,
2020-11-03	10	00000	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519870	Van Sickle	Crystal			0			,
2020-11-03	10	00000	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	06	GRN	Green	519811	Mawilai	Michael			0			,
2020-11-03	10	00000	0	50	MACOMB	Regent of the University of Michigan 8 Year Terms (2) Positions	07	NLP	Natural Law	519819	Butkovich	Keith			0			,
2020-11-03	10	00000	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515550	Bernstein	Mark			0			,
2020-11-03	10	00000	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515732	Diggs	Shauna	Ryder		0			,
2020-11-03	10	00000	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519790	Hubbard	Sarah			0			,
2020-11-03	10	00000	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519783	Meyers	Carl			0			,
2020-11-03	10	00000	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519846	Hudler	James	L.		0			,
2020-11-03	10	00000	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519847	Larson	Eric			0			,
2020-11-03	10	00000	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519871	Graeser	Ronald	E.		0			,
2020-11-03	10	00000	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519870	Van Sickle	Crystal			0			,
2020-11-03	10	00000	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	06	GRN	Green	519811	Mawilai	Michael			0			,
2020-11-03	10	00000	0	51	MANISTEE	Regent of the University of Michigan 8 Year Terms (2) Positions	07	NLP	Natural Law	519819	Butkovich	Keith			0			,
2020-11-03	10	00000	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515550	Bernstein	Mark			0			,
2020-11-03	10	00000	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515732	Diggs	Shauna	Ryder		0			,
2020-11-03	10	00000	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519790	Hubbard	Sarah			0			,
2020-11-03	10	00000	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519783	Meyers	Carl			0			,
2020-11-03	10	00000	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519846	Hudler	James	L.		0			,
2020-11-03	10	00000	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519847	Larson	Eric			0			,
2020-11-03	10	00000	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519871	Graeser	Ronald	E.		0			,
2020-11-03	10	00000	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519870	Van Sickle	Crystal			0			,
2020-11-03	10	00000	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	06	GRN	Green	519811	Mawilai	Michael			0			,
2020-11-03	10	00000	0	52	MARQUETTE	Regent of the University of Michigan 8 Year Terms (2) Positions	07	NLP	Natural Law	519819	Butkovich	Keith			0			,
2020-11-03	10	00000	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515550	Bernstein	Mark			0			,
2020-11-03	10	00000	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515732	Diggs	Shauna	Ryder		0			,
2020-11-03	10	00000	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519790	Hubbard	Sarah			0			,
2020-11-03	10	00000	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519783	Meyers	Carl			0			,
2020-11-03	10	00000	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519846	Hudler	James	L.		0			,
2020-11-03	10	00000	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519847	Larson	Eric			0			,
2020-11-03	10	00000	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519871	Graeser	Ronald	E.		0			,
2020-11-03	10	00000	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519870	Van Sickle	Crystal			0			,
2020-11-03	10	00000	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	06	GRN	Green	519811	Mawilai	Michael			0			,
2020-11-03	10	00000	0	53	MASON	Regent of the University of Michigan 8 Year Terms (2) Positions	07	NLP	Natural Law	519819	Butkovich	Keith			0			,
2020-11-03	10	00000	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515550	Bernstein	Mark			0			,
2020-11-03	10	00000	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515732	Diggs	Shauna	Ryder		0			,
2020-11-03	10	00000	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519790	Hubbard	Sarah			0			,
2020-11-03	10	00000	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519783	Meyers	Carl			0			,
2020-11-03	10	00000	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519846	Hudler	James	L.		0			,
2020-11-03	10	00000	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519847	Larson	Eric			0			,
2020-11-03	10	00000	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519871	Graeser	Ronald	E.		0			,
2020-11-03	10	00000	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519870	Van Sickle	Crystal			0			,
2020-11-03	10	00000	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	06	GRN	Green	519811	Mawilai	Michael			0			,
2020-11-03	10	00000	0	54	MECOSTA	Regent of the University of Michigan 8 Year Terms (2) Positions	07	NLP	Natural Law	519819	Butkovich	Keith			0			,
2020-11-03	10	00000	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515550	Bernstein	Mark			0			,
2020-11-03	10	00000	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515732	Diggs	Shauna	Ryder		0			,
2020-11-03	10	00000	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519790	Hubbard	Sarah			0			,
2020-11-03	10	00000	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519783	Meyers	Carl			0			,
2020-11-03	10	00000	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519846	Hudler	James	L.		0			,
2020-11-03	10	00000	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519847	Larson	Eric			0			,
2020-11-03	10	00000	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519871	Graeser	Ronald	E.		0			,
2020-11-03	10	00000	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519870	Van Sickle	Crystal			0			,
2020-11-03	10	00000	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	06	GRN	Green	519811	Mawilai	Michael			0			,
2020-11-03	10	00000	0	55	MENOMINEE	Regent of the University of Michigan 8 Year Terms (2) Positions	07	NLP	Natural Law	519819	Butkovich	Keith			0			,
2020-11-03	10	00000	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515550	Bernstein	Mark			0			,
2020-11-03	10	00000	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515732	Diggs	Shauna	Ryder		0			,
2020-11-03	10	00000	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519790	Hubbard	Sarah			0			,
2020-11-03	10	00000	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519783	Meyers	Carl			0			,
2020-11-03	10	00000	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519846	Hudler	James	L.		0			,
2020-11-03	10	00000	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519847	Larson	Eric			0			,
2020-11-03	10	00000	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519871	Graeser	Ronald	E.		0			,
2020-11-03	10	00000	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519870	Van Sickle	Crystal			0			,
2020-11-03	10	00000	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	06	GRN	Green	519811	Mawilai	Michael			0			,
2020-11-03	10	00000	0	56	MIDLAND	Regent of the University of Michigan 8 Year Terms (2) Positions	07	NLP	Natural Law	519819	Butkovich	Keith			0			,
2020-11-03	10	00000	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515550	Bernstein	Mark			0			,
2020-11-03	10	00000	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515732	Diggs	Shauna	Ryder		0			,
2020-11-03	10	00000	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519790	Hubbard	Sarah			0			,
2020-11-03	10	00000	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519783	Meyers	Carl			0			,
2020-11-03	10	00000	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519846	Hudler	James	L.		0			,
2020-11-03	10	00000	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519847	Larson	Eric			0			,
2020-11-03	10	00000	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519871	Graeser	Ronald	E.		0			,
2020-11-03	10	00000	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519870	Van Sickle	Crystal			0			,
2020-11-03	10	00000	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	06	GRN	Green	519811	Mawilai	Michael			0			,
2020-11-03	10	00000	0	57	MISSAUKEE	Regent of the University of Michigan 8 Year Terms (2) Positions	07	NLP	Natural Law	519819	Butkovich	Keith			0			,
2020-11-03	10	00000	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515550	Bernstein	Mark			0			,
2020-11-03	10	00000	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515732	Diggs	Shauna	Ryder		0			,
2020-11-03	10	00000	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519790	Hubbard	Sarah			0			,
2020-11-03	10	00000	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519783	Meyers	Carl			0			,
2020-11-03	10	00000	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519846	Hudler	James	L.		0			,
2020-11-03	10	00000	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519847	Larson	Eric			0			,
2020-11-03	10	00000	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519871	Graeser	Ronald	E.		0			,
2020-11-03	10	00000	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519870	Van Sickle	Crystal			0			,
2020-11-03	10	00000	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	06	GRN	Green	519811	Mawilai	Michael			0			,
2020-11-03	10	00000	0	58	MONROE	Regent of the University of Michigan 8 Year Terms (2) Positions	07	NLP	Natural Law	519819	Butkovich	Keith			0			,
2020-11-03	10	00000	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515550	Bernstein	Mark			8233			,
2020-11-03	10	00000	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515732	Diggs	Shauna	Ryder		7878			,
2020-11-03	10	00000	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519790	Hubbard	Sarah			19342			,
2020-11-03	10	00000	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519783	Meyers	Carl			18668			,
2020-11-03	10	00000	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519846	Hudler	James	L.		570			,
2020-11-03	10	00000	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519847	Larson	Eric			644			,
2020-11-03	10	00000	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519871	Graeser	Ronald	E.		414			,
2020-11-03	10	00000	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519870	Van Sickle	Crystal			666			,
2020-11-03	10	00000	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	06	GRN	Green	519811	Mawilai	Michael			315			,
2020-11-03	10	00000	0	59	MONTCALM	Regent of the University of Michigan 8 Year Terms (2) Positions	07	NLP	Natural Law	519819	Butkovich	Keith			222			,
2020-11-03	10	00000	0	60	MONTMORENCY	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515550	Bernstein	Mark			1356			,
2020-11-03	10	00000	0	60	MONTMORENCY	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515732	Diggs	Shauna	Ryder		1306			,
2020-11-03	10	00000	0	60	MONTMORENCY	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519790	Hubbard	Sarah			3561			,
2020-11-03	10	00000	0	60	MONTMORENCY	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519783	Meyers	Carl			3394			,
2020-11-03	10	00000	0	60	MONTMORENCY	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519846	Hudler	James	L.		104			,
2020-11-03	10	00000	0	60	MONTMORENCY	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519847	Larson	Eric			105			,
2020-11-03	10	00000	0	60	MONTMORENCY	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519871	Graeser	Ronald	E.		57			,
2020-11-03	10	00000	0	60	MONTMORENCY	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519870	Van Sickle	Crystal			109			,
2020-11-03	10	00000	0	60	MONTMORENCY	Regent of the University of Michigan 8 Year Terms (2) Positions	06	GRN	Green	519811	Mawilai	Michael			41			,
2020-11-03	10	00000	0	60	MONTMORENCY	Regent of the University of Michigan 8 Year Terms (2) Positions	07	NLP	Natural Law	519819	Butkovich	Keith			48			,
2020-11-03	10	00000	0	61	MUSKEGON	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515550	Bernstein	Mark			0			,
2020-11-03	10	00000	0	61	MUSKEGON	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515732	Diggs	Shauna	Ryder		0			,
2020-11-03	10	00000	0	61	MUSKEGON	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519790	Hubbard	Sarah			0			,
2020-11-03	10	00000	0	61	MUSKEGON	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519783	Meyers	Carl			0			,
2020-11-03	10	00000	0	61	MUSKEGON	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519846	Hudler	James	L.		0			,
2020-11-03	10	00000	0	61	MUSKEGON	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519847	Larson	Eric			0			,
2020-11-03	10	00000	0	61	MUSKEGON	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519871	Graeser	Ronald	E.		0			,
2020-11-03	10	00000	0	61	MUSKEGON	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519870	Van Sickle	Crystal			0			,
2020-11-03	10	00000	0	61	MUSKEGON	Regent of the University of Michigan 8 Year Terms (2) Positions	06	GRN	Green	519811	Mawilai	Michael			0			,
2020-11-03	10	00000	0	61	MUSKEGON	Regent of the University of Michigan 8 Year Terms (2) Positions	07	NLP	Natural Law	519819	Butkovich	Keith			0			,
2020-11-03	10	00000	0	62	NEWAYGO	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515550	Bernstein	Mark			0			,
2020-11-03	10	00000	0	62	NEWAYGO	Regent of the University of Michigan 8 Year Terms (2) Positions	01	DEM	Democratic	515732	Diggs	Shauna	Ryder		0			,
2020-11-03	10	00000	0	62	NEWAYGO	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519790	Hubbard	Sarah			0			,
2020-11-03	10	00000	0	62	NEWAYGO	Regent of the University of Michigan 8 Year Terms (2) Positions	02	REP	Republican	519783	Meyers	Carl			0			,
2020-11-03	10	00000	0	62	NEWAYGO	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519846	Hudler	James	L.		0			,
2020-11-03	10	00000	0	62	NEWAYGO	Regent of the University of Michigan 8 Year Terms (2) Positions	03	LIB	Libertarian	519847	Larson	Eric			0			,
2020-11-03	10	00000	0	62	NEWAYGO	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519871	Graeser	Ronald	E.		0			,
2020-11-03	10	00000	0	62	NEWAYGO	Regent of the University of Michigan 8 Year Terms (2) Positions	04	UST	US Taxpayers	519870	Van Sickle	Crystal			0			,
2020-11-03	10	00000	0	62	NEWAYGO	Regent of the University of Michigan 8 Year Terms (2) Positions	06	GRN	Green	519811	Mawilai	Michael			0			,
2020-11-03	10	00000	0	62	NEWAYGO	Regent of the University of Michigan 8 Year Terms (2) Positions	07	NLP	Natural Law	519819	Butkovich	Keith			0			,
